day_of_week,weather_main,temp,rain_1h,holiday,destination_type,preferred_arrival_hour,traffic_level,best_departure_hour
Thursday,Drizzle,288.25,0.23,No,residential,18,Medium,16
Saturday,Clouds,302.08,0.01,No,station,17,Low,17
Thursday,Haze,290.9,0.0,No,mall,12,Low,12
Monday,Clouds,290.78,0.11,No,mall,21,Medium,20
Wednesday,Rain,299.93,0.88,No,office,8,Medium,5
Friday,Fog,280.1,0.0,Yes,market,20,High,17
Tuesday,Clear,297.69,0.0,No,market,19,Medium,17
Thursday,Rain,286.66,1.67,No,market,19,Medium,16
Sunday,Clear,293.91,0.0,No,office,10,Low,10
Friday,Clouds,300.49,0.07,No,office,8,Medium,6
Sunday,Fog,285.57,0.0,No,residential,20,Medium,17
Thursday,Clouds,297.44,0.11,No,mall,21,Medium,19
Monday,Clear,304.86,0.0,No,residential,17,Low,16
Wednesday,Rain,291.41,1.28,No,office,9,High,6
Monday,Clear,306.52,0.0,No,office,10,Medium,8
Saturday,Clouds,301.95,0.03,No,residential,8,Low,8
Monday,Clouds,294.04,0.13,No,office,8,Medium,6
Saturday,Fog,280.06,0.0,No,residential,8,Medium,5
Thursday,Clear,299.75,0.0,Yes,office,8,Medium,5
Friday,Clear,298.65,0.0,No,office,9,Medium,7
Wednesday,Clear,304.17,0.0,No,market,18,Medium,16
Monday,Fog,280.56,0.0,No,residential,17,Medium,15
Friday,Rain,289.64,0.6,No,residential,19,Medium,17
Sunday,Haze,288.72,0.0,No,office,12,Low,12
Tuesday,Clouds,301.3,0.02,No,office,9,Medium,6
Sunday,Clear,298.36,0.0,No,office,12,Low,12
Wednesday,Clear,300.0,0.0,No,market,18,Medium,16
Tuesday,Clouds,303.39,0.06,No,mall,12,Low,12
Saturday,Clear,311.21,0.0,Yes,office,10,Low,10
Friday,Haze,300.04,0.0,No,station,18,Medium,16
Friday,Clouds,291.38,0.02,No,market,18,Medium,16
Tuesday,Fog,284.19,0.0,No,office,8,Medium,5
Thursday,Clear,298.41,0.0,Yes,mall,11,Low,11
Saturday,Clouds,303.81,0.08,No,residential,18,Low,17
Monday,Clouds,293.06,0.11,No,mall,20,Medium,19
Saturday,Drizzle,294.18,1.05,No,mall,21,High,18
Tuesday,Fog,283.87,0.0,No,residential,20,Medium,18
Wednesday,Clouds,293.14,0.1,No,station,19,Medium,17
Monday,Rain,287.94,1.57,No,office,9,High,6
Friday,Clear,304.34,0.0,No,office,9,Medium,7
Monday,Clear,304.59,0.0,No,mall,20,Medium,19
Friday,Clouds,298.94,0.15,No,station,18,Medium,16
Wednesday,Haze,286.43,0.0,No,office,8,Medium,6
Tuesday,Rain,286.2,0.51,No,mall,20,Medium,18
Wednesday,Fog,290.97,0.0,No,market,18,Medium,15
Friday,Clouds,292.15,0.06,No,station,18,Medium,16
Thursday,Haze,288.62,0.0,No,residential,19,Medium,18
Monday,Rain,290.25,1.79,No,mall,13,Medium,11
Friday,Haze,291.46,0.0,Yes,mall,17,High,14
Wednesday,Clouds,305.66,0.19,No,station,8,Medium,6
Saturday,Clear,301.78,0.0,No,office,12,Low,11
Wednesday,Clear,301.76,0.0,No,market,17,Medium,15
Friday,Clouds,294.25,0.14,No,residential,18,Low,18
Saturday,Fog,291.99,0.0,No,office,10,Medium,8
Saturday,Clouds,296.6,0.07,No,market,20,Medium,18
Monday,Clouds,297.78,0.07,No,mall,20,Medium,19
Sunday,Clear,302.88,0.0,Yes,market,11,Low,11
Friday,Fog,286.98,0.0,No,residential,10,Medium,8
Saturday,Clouds,304.81,0.03,No,station,7,Low,7
Wednesday,Thunderstorm,291.04,1.69,No,market,20,Medium,17
Thursday,Clear,301.62,0.0,No,market,17,Medium,15
Friday,Clear,295.9,0.0,No,market,11,Low,10
Thursday,Haze,285.05,0.0,No,office,8,Medium,6
Sunday,Clear,293.27,0.0,Yes,residential,10,Low,10
Thursday,Clouds,295.26,0.15,No,market,17,Medium,15
Monday,Clouds,302.51,0.03,No,office,9,Medium,6
Monday,Haze,294.77,0.0,No,market,20,Medium,18
Friday,Clear,296.86,0.0,No,mall,11,Low,11
Friday,Clouds,293.28,0.1,No,market,10,Low,10
Wednesday,Clear,307.01,0.0,No,mall,20,Medium,18
Friday,Clouds,302.06,0.06,No,mall,12,Low,12
Sunday,Clouds,291.69,0.17,No,market,19,Medium,16
Sunday,Haze,289.24,0.0,No,residential,8,Medium,7
Wednesday,Fog,285.61,0.0,No,office,9,Medium,6
Wednesday,Clouds,294.51,0.17,No,mall,19,Medium,17
Wednesday,Clouds,290.42,0.05,No,station,19,Medium,17
Thursday,Rain,286.37,1.99,Yes,office,9,High,6
Tuesday,Clear,312.7,0.0,No,residential,17,Low,17
Sunday,Clouds,295.3,0.11,No,office,11,Low,11
Friday,Clear,301.21,0.0,No,market,20,Medium,18
Tuesday,Clear,299.37,0.0,No,mall,11,Low,10
Friday,Drizzle,288.68,0.26,No,office,8,Medium,5
Saturday,Drizzle,291.81,0.62,No,residential,17,Medium,15
Monday,Drizzle,294.59,0.28,No,station,18,Medium,15
Wednesday,Clear,304.49,0.0,No,mall,21,Medium,20
Tuesday,Fog,281.28,0.0,No,market,17,Medium,14
Monday,Clear,303.53,0.0,No,office,10,Medium,8
Wednesday,Fog,283.17,0.0,No,office,8,Medium,5
Saturday,Haze,285.66,0.0,No,market,17,Medium,14
Saturday,Clear,310.69,0.0,No,mall,20,Medium,18
Tuesday,Rain,294.54,1.46,Yes,mall,13,High,10
Wednesday,Haze,296.34,0.0,No,office,8,Medium,6
Sunday,Clear,309.67,0.0,No,residential,9,Low,9
Thursday,Clear,302.31,0.0,No,residential,9,Low,9
Wednesday,Drizzle,291.82,0.75,No,mall,18,Medium,16
Tuesday,Clouds,292.66,0.13,No,station,8,Medium,6
Saturday,Rain,300.9,1.24,No,mall,21,High,18
Friday,Clouds,295.09,0.02,No,mall,19,Medium,18
Tuesday,Clear,303.76,0.0,No,mall,17,Medium,16
Monday,Haze,292.85,0.0,No,mall,13,Low,13
Monday,Clouds,294.09,0.2,No,residential,20,Low,20
Thursday,Clouds,297.56,0.08,No,mall,21,Medium,19
Friday,Clear,303.48,0.0,No,office,8,Medium,6
Thursday,Drizzle,299.12,0.87,No,market,17,Medium,14
Wednesday,Fog,281.45,0.0,Yes,market,12,Medium,10
Friday,Clouds,295.03,0.04,No,market,17,Medium,14
Tuesday,Clear,307.42,0.0,No,market,12,Low,12
Wednesday,Clear,294.43,0.0,No,office,8,Medium,6
Thursday,Haze,293.51,0.0,No,mall,21,Medium,19
Friday,Rain,289.31,1.92,No,mall,12,Medium,10
Thursday,Clouds,294.03,0.08,Yes,market,19,Medium,17
Wednesday,Clouds,291.32,0.03,No,market,11,Low,11
Wednesday,Fog,286.86,0.0,No,residential,18,Medium,16
Sunday,Clear,293.11,0.0,No,office,12,Low,12
Friday,Clear,306.05,0.0,No,mall,12,Low,12
Monday,Clouds,290.54,0.15,No,market,18,Medium,15
Sunday,Clouds,301.64,0.05,No,office,11,Low,11
Monday,Clear,295.55,0.0,No,office,10,Medium,8
Thursday,Clouds,299.86,0.15,No,market,11,Low,11
Wednesday,Clouds,296.63,0.1,No,mall,11,Low,11
Monday,Rain,293.68,1.79,No,station,17,High,14
Monday,Clear,295.87,0.0,No,residential,20,Low,19
Saturday,Clouds,306.62,0.15,No,residential,18,Low,17
Wednesday,Clear,303.49,0.0,No,market,18,Medium,15
Monday,Clouds,306.74,0.1,No,market,12,Low,11
Tuesday,Clouds,306.3,0.05,No,office,9,Medium,7
Friday,Clouds,292.94,0.06,No,residential,7,Low,7
Thursday,Clear,293.76,0.0,No,office,8,Medium,6
Wednesday,Haze,293.12,0.0,No,office,8,Medium,5
Thursday,Rain,297.16,1.64,No,office,9,High,6
Thursday,Rain,292.68,1.31,No,office,10,High,7
Friday,Drizzle,292.46,0.68,No,office,8,Medium,5
Thursday,Clouds,306.24,0.18,No,office,8,Medium,6
Sunday,Rain,301.82,0.74,No,office,10,Medium,8
Saturday,Clouds,305.12,0.05,No,office,12,Low,12
Thursday,Rain,289.72,1.08,No,office,9,High,6
Thursday,Clear,295.72,0.0,No,office,8,Medium,6
Monday,Drizzle,293.53,0.72,No,station,8,Medium,5
Friday,Clear,295.22,0.0,No,office,10,Medium,8
Wednesday,Rain,292.77,1.91,No,residential,20,Medium,18
Saturday,Rain,290.11,1.9,No,office,12,Medium,9
Monday,Clouds,302.83,0.2,No,office,8,Medium,5
Tuesday,Clear,300.74,0.0,No,residential,9,Low,8
Saturday,Drizzle,293.92,0.57,No,residential,17,Medium,15
Saturday,Clear,299.92,0.0,No,market,10,Low,9
Monday,Haze,292.58,0.0,Yes,office,8,Medium,6
Thursday,Clouds,293.13,0.15,No,office,8,Medium,5
Saturday,Drizzle,294.21,0.69,No,station,18,Medium,15
Sunday,Haze,294.11,0.0,No,station,19,Medium,17
Friday,Fog,279.04,0.0,No,market,18,Medium,15
Thursday,Clear,306.24,0.0,No,mall,18,Medium,17
Wednesday,Fog,281.41,0.0,No,office,9,Medium,6
Saturday,Clear,293.88,0.0,Yes,station,17,Medium,16
Tuesday,Clear,308.0,0.0,Yes,station,8,Medium,6
Thursday,Clouds,298.98,0.06,No,mall,11,Low,10
Monday,Clear,302.4,0.0,No,market,20,Medium,18
Saturday,Haze,286.59,0.0,No,market,18,Medium,15
Tuesday,Clouds,290.99,0.08,No,office,9,Medium,7
Wednesday,Clear,311.96,0.0,No,mall,11,Low,10
Monday,Clear,306.77,0.0,No,market,12,Low,12
Monday,Clear,302.26,0.0,No,market,11,Low,11
Sunday,Clear,311.15,0.0,No,residential,18,Low,17
Thursday,Clouds,295.1,0.11,No,office,9,Medium,6
Friday,Fog,284.76,0.0,No,station,19,Medium,16
Tuesday,Clear,293.1,0.0,No,market,12,Low,12
Saturday,Clear,301.95,0.0,No,office,11,Low,11
Monday,Clear,296.61,0.0,No,mall,13,Low,13
Tuesday,Haze,287.26,0.0,No,mall,13,Low,13
Tuesday,Clear,302.41,0.0,No,office,9,Medium,6
Thursday,Clear,306.97,0.0,Yes,mall,20,Medium,18
Saturday,Clouds,296.48,0.13,No,residential,8,Low,8
Thursday,Drizzle,293.62,0.78,No,residential,10,Medium,8
Wednesday,Drizzle,299.43,0.29,No,residential,19,Medium,17
Thursday,Haze,293.05,0.0,No,residential,7,Medium,6
Wednesday,Clear,311.58,0.0,No,office,8,Medium,6
Sunday,Clear,300.76,0.0,No,mall,18,Medium,16
Monday,Clear,300.34,0.0,No,residential,8,Low,8
Saturday,Clear,297.52,0.0,No,residential,17,Low,17
Sunday,Clouds,303.77,0.19,No,mall,12,Medium,11
Saturday,Clear,301.44,0.0,No,mall,11,Low,11
Wednesday,Clouds,291.41,0.09,No,market,20,Medium,18
Thursday,Haze,292.69,0.0,No,market,11,Low,11
Wednesday,Clouds,300.48,0.08,No,office,8,Medium,6
Wednesday,Clear,307.74,0.0,No,market,10,Low,10
Saturday,Clear,301.62,0.0,No,market,17,Medium,15
Monday,Thunderstorm,298.75,1.4,No,mall,17,Medium,15
Thursday,Clouds,296.87,0.13,No,residential,8,Low,7
Thursday,Haze,297.78,0.0,No,office,9,Medium,7
Friday,Clouds,304.06,0.11,No,office,8,Medium,6
Wednesday,Clear,296.96,0.0,No,mall,17,Medium,16
Friday,Clouds,296.9,0.2,No,market,20,Medium,18
Thursday,Clear,303.35,0.0,No,market,20,Medium,18
Sunday,Rain,300.19,1.92,No,station,7,Medium,4
Friday,Rain,298.77,1.25,No,office,9,High,6
Monday,Clear,312.15,0.0,No,residential,10,Low,10
Wednesday,Clouds,291.59,0.0,No,mall,21,Medium,20
Monday,Clouds,298.47,0.06,No,station,7,Medium,5
Monday,Clouds,300.86,0.0,No,residential,8,Low,8
Friday,Clear,294.18,0.0,No,market,10,Low,10
Friday,Clouds,294.34,0.0,No,office,10,Medium,8
Saturday,Clear,300.1,0.0,No,market,18,Medium,16
Thursday,Drizzle,290.0,0.45,No,mall,21,Medium,18
Sunday,Clouds,305.64,0.18,No,mall,12,Medium,11
Wednesday,Clear,300.94,0.0,No,residential,10,Low,9
Tuesday,Drizzle,287.56,0.72,No,station,19,Medium,16
Thursday,Rain,298.4,0.88,No,residential,7,Medium,5
Saturday,Clear,302.4,0.0,No,mall,20,Medium,17
Thursday,Clouds,301.62,0.12,No,office,9,Medium,7
Friday,Haze,295.8,0.0,No,station,17,Medium,14
Friday,Rain,298.45,2.07,No,mall,21,Medium,19
Saturday,Haze,299.55,0.0,No,mall,19,Medium,16
Tuesday,Clear,302.25,0.0,Yes,residential,7,Low,6
Thursday,Fog,282.29,0.0,No,office,8,Medium,5
Tuesday,Clear,306.29,0.0,No,market,19,Medium,16
Thursday,Clouds,297.59,0.13,No,mall,19,Medium,18
Tuesday,Clear,312.46,0.0,No,mall,19,Medium,18
Monday,Haze,293.22,0.0,No,office,8,Medium,6
Friday,Thunderstorm,303.71,2.55,No,mall,11,Medium,9
Wednesday,Clouds,300.51,0.04,No,market,20,Medium,18
Thursday,Haze,294.31,0.0,No,residential,20,Medium,19
Wednesday,Clouds,294.79,0.15,No,office,8,Medium,6
Thursday,Clear,303.92,0.0,No,mall,21,Medium,19
Thursday,Fog,281.22,0.0,No,office,9,Medium,6
Saturday,Clear,300.47,0.0,No,mall,18,Medium,16
Sunday,Drizzle,295.47,0.98,No,office,11,Low,9
Tuesday,Clouds,299.51,0.1,No,office,10,Medium,8
Monday,Clouds,291.05,0.14,No,office,9,Medium,6
Monday,Fog,289.02,0.0,No,office,9,Medium,6
Friday,Rain,299.73,1.44,No,office,8,High,5
Monday,Thunderstorm,296.9,1.8,No,office,8,High,5
Sunday,Clouds,295.02,0.19,No,mall,12,Medium,11
Sunday,Clouds,295.57,0.16,No,office,11,Low,11
Saturday,Clouds,291.27,0.16,No,station,8,Low,8
Wednesday,Clear,296.93,0.0,No,mall,17,Medium,15
Friday,Clear,301.93,0.0,No,mall,19,Medium,18
Wednesday,Rain,285.02,2.17,No,station,8,High,5
Tuesday,Rain,296.07,1.54,No,office,8,High,5
Thursday,Clear,299.18,0.0,No,residential,10,Low,10
Sunday,Clear,304.68,0.0,No,office,11,Low,11
Tuesday,Clear,298.31,0.0,No,station,18,Medium,16
Saturday,Drizzle,294.98,0.8,No,office,11,Low,9
Wednesday,Clear,302.12,0.0,Yes,market,11,Low,11
Thursday,Clouds,306.21,0.18,No,residential,9,Low,9
Sunday,Fog,289.26,0.0,No,office,11,Low,10
Friday,Thunderstorm,301.6,1.48,No,mall,12,Medium,10
Friday,Clouds,295.4,0.2,No,market,20,Medium,17
Wednesday,Clear,306.89,0.0,No,market,10,Low,10
Friday,Clear,303.22,0.0,No,station,19,Medium,17
Monday,Rain,297.89,0.69,No,office,8,Medium,5
Tuesday,Clouds,298.39,0.08,No,office,9,Medium,6
Monday,Clear,295.81,0.0,No,residential,8,Low,8
Tuesday,Clear,295.46,0.0,No,station,19,Medium,17
Tuesday,Clouds,292.85,0.15,No,station,7,Medium,5
Friday,Rain,285.37,0.96,No,station,19,Medium,16
Thursday,Haze,286.44,0.0,No,office,9,Medium,7
Thursday,Clear,306.01,0.0,No,residential,9,Low,8
Thursday,Clouds,296.38,0.12,Yes,market,10,Medium,8
Saturday,Drizzle,299.37,0.84,No,office,12,Low,11
Monday,Rain,301.29,0.93,No,market,11,Low,10
Wednesday,Clear,303.25,0.0,No,market,19,Medium,17
Tuesday,Drizzle,297.67,1.14,No,office,8,High,5
Wednesday,Clouds,301.84,0.09,No,office,9,Medium,7
Tuesday,Clouds,301.35,0.01,No,office,9,Medium,7
Friday,Clear,295.56,0.0,No,office,10,Medium,8
Friday,Fog,280.66,0.0,No,market,12,Low,11
Tuesday,Haze,294.66,0.0,No,office,10,Medium,8
Thursday,Clear,299.44,0.0,No,market,20,Medium,17
Wednesday,Clear,301.58,0.0,No,mall,11,Low,11
Tuesday,Clouds,292.12,0.12,No,residential,20,Low,19
Tuesday,Clouds,295.92,0.19,No,mall,13,Low,13
Monday,Clear,294.03,0.0,No,market,18,Medium,16
Thursday,Haze,298.66,0.0,No,office,9,Medium,7
Tuesday,Clouds,300.64,0.0,No,office,8,Medium,6
Friday,Haze,292.86,0.0,No,office,9,Medium,7
Friday,Clouds,306.31,0.0,No,mall,13,Low,13
Monday,Clear,304.95,0.0,No,residential,9,Low,9
Saturday,Drizzle,294.56,0.71,No,market,18,Medium,15
Friday,Rain,287.87,1.84,No,residential,17,Medium,15
Tuesday,Clouds,290.55,0.05,No,residential,20,Low,20
Thursday,Rain,294.22,0.75,No,market,10,Medium,8
Saturday,Clear,299.53,0.0,No,office,12,Low,12
Friday,Clouds,296.51,0.01,No,office,10,Medium,7
Sunday,Rain,286.75,1.25,No,office,11,Medium,9
Tuesday,Fog,282.47,0.0,No,office,10,Medium,7
Thursday,Clear,295.11,0.0,No,market,20,Medium,17
Thursday,Clear,297.59,0.0,No,residential,10,Low,9
Thursday,Clear,299.24,0.0,No,residential,20,Low,20
Saturday,Haze,299.36,0.0,No,market,18,Medium,16
Saturday,Clear,306.43,0.0,No,office,12,Low,12
Monday,Rain,297.61,1.7,No,station,18,High,15
Wednesday,Rain,295.61,0.69,No,office,8,Medium,5
Tuesday,Fog,280.21,0.0,No,office,9,Medium,6
Wednesday,Thunderstorm,298.03,2.33,No,market,10,Medium,8
Wednesday,Clear,311.03,0.0,No,office,9,Medium,7
Thursday,Haze,296.6,0.0,No,residential,8,Medium,7
Monday,Haze,291.77,0.0,No,office,9,Medium,7
Tuesday,Rain,285.39,1.8,Yes,office,9,High,6
Thursday,Rain,285.08,1.2,No,office,8,High,5
Tuesday,Clouds,303.14,0.19,No,office,8,Medium,6
Monday,Haze,292.79,0.0,No,mall,12,Low,12
Saturday,Haze,290.54,0.0,No,office,11,Low,10
Thursday,Rain,300.27,0.96,No,station,6,Low,4
Thursday,Drizzle,290.25,0.47,No,residential,7,Medium,5
Monday,Clear,305.26,0.0,No,office,10,Medium,8
Tuesday,Clear,302.41,0.0,No,station,7,Medium,5
Wednesday,Fog,290.7,0.0,No,mall,11,Low,10
Wednesday,Rain,294.64,1.61,No,office,10,High,7
Thursday,Clear,304.5,0.0,No,office,9,Medium,6
Wednesday,Haze,298.27,0.0,Yes,office,9,Medium,6
Wednesday,Clouds,296.02,0.07,No,market,12,Low,12
Monday,Clouds,302.19,0.05,No,mall,20,Medium,19
Tuesday,Rain,298.07,1.2,No,mall,12,Medium,10
Monday,Thunderstorm,298.99,2.34,No,residential,19,Medium,17
Thursday,Clear,305.55,0.0,No,office,8,Medium,5
Friday,Clear,311.35,0.0,No,office,8,Medium,6
Friday,Haze,287.65,0.0,No,market,18,Medium,15
Monday,Clouds,297.65,0.1,No,mall,12,Low,12
Tuesday,Clear,310.4,0.0,No,mall,11,Low,11
Thursday,Clouds,293.12,0.05,No,station,8,Medium,6
Friday,Clear,300.82,0.0,No,mall,19,Medium,18
Sunday,Haze,285.45,0.0,No,office,12,Low,12
Wednesday,Clear,304.43,0.0,No,station,8,Medium,6
Monday,Clear,311.07,0.0,No,office,9,Medium,7
Friday,Clear,311.01,0.0,No,station,19,Medium,16
Thursday,Clear,298.95,0.0,Yes,market,20,Medium,18
Monday,Clouds,300.09,0.0,No,station,8,Medium,6
Friday,Clear,308.14,0.0,No,office,8,Medium,5
Thursday,Clear,308.95,0.0,No,mall,19,Medium,18
Saturday,Clouds,302.99,0.08,No,residential,9,Low,9
Wednesday,Clear,312.95,0.0,No,station,6,Low,5
Saturday,Rain,288.47,1.85,No,mall,12,Medium,10
Wednesday,Rain,300.65,2.0,No,market,11,Medium,9
Tuesday,Haze,299.51,0.0,Yes,residential,9,Medium,8
Saturday,Clear,312.95,0.0,No,residential,7,Low,6
Friday,Clear,311.48,0.0,No,office,9,Medium,7
Tuesday,Clouds,295.02,0.1,No,office,8,Medium,5
Tuesday,Clouds,297.83,0.04,No,market,19,Medium,17
Thursday,Clear,298.75,0.0,No,station,7,Medium,5
Monday,Clouds,296.19,0.1,No,market,18,Medium,15
Wednesday,Fog,281.9,0.0,No,residential,10,Medium,8
Wednesday,Fog,279.65,0.0,Yes,station,19,High,16
Saturday,Rain,299.94,1.07,No,office,12,Medium,10
Saturday,Clear,295.08,0.0,No,station,8,Low,8
Tuesday,Clouds,302.13,0.12,No,market,10,Low,10
Thursday,Fog,291.99,0.0,No,station,17,Medium,14
Monday,Rain,286.74,0.71,No,office,9,Medium,6
Tuesday,Haze,286.95,0.0,No,mall,21,Medium,19
Wednesday,Clear,293.12,0.0,No,mall,13,Low,13
Tuesday,Drizzle,292.75,0.6,No,office,8,Medium,5
Sunday,Fog,290.94,0.0,No,residential,10,Medium,8
Saturday,Haze,287.56,0.0,Yes,residential,20,Medium,19
Tuesday,Clear,308.04,0.0,Yes,station,18,Medium,16
Friday,Clouds,294.36,0.01,No,mall,21,Medium,20
Friday,Clear,294.56,0.0,No,office,8,Medium,6
Monday,Clouds,290.82,0.07,No,residential,17,Low,17
Tuesday,Rain,294.09,1.18,No,mall,20,Medium,18
Tuesday,Clear,306.71,0.0,No,market,12,Low,11
Friday,Rain,300.4,1.75,Yes,market,11,Medium,9
Friday,Clouds,299.25,0.19,No,office,9,Medium,6
Thursday,Clouds,298.04,0.08,No,market,17,Medium,15
Sunday,Clouds,294.36,0.05,Yes,station,18,Medium,17
Wednesday,Clear,307.07,0.0,No,office,9,Medium,7
Sunday,Haze,292.45,0.0,No,mall,18,Medium,16
Thursday,Haze,289.27,0.0,No,office,8,Medium,6
Tuesday,Rain,294.11,1.39,No,market,19,Medium,16
Friday,Clear,312.41,0.0,No,market,19,Medium,17
Tuesday,Clear,307.86,0.0,No,residential,20,Low,20
Wednesday,Clear,308.79,0.0,No,office,8,Medium,6
Sunday,Fog,288.28,0.0,Yes,office,11,Low,10
Tuesday,Clear,307.8,0.0,No,residential,18,Low,18
Saturday,Clear,297.16,0.0,No,market,20,Medium,18
Saturday,Haze,295.68,0.0,Yes,market,17,High,14
Thursday,Haze,288.42,0.0,No,office,10,Medium,7
Tuesday,Drizzle,300.22,0.76,No,market,12,Low,11
Friday,Drizzle,294.24,0.36,No,market,18,Medium,15
Thursday,Clear,301.85,0.0,No,market,19,Medium,17
Thursday,Clear,293.74,0.0,No,station,8,Medium,6
Monday,Clear,312.38,0.0,No,office,9,Medium,6
Tuesday,Rain,296.47,1.99,No,mall,20,Medium,18
Saturday,Clear,300.25,0.0,No,market,12,Medium,11
Monday,Haze,292.24,0.0,No,market,12,Low,12
Monday,Clear,298.23,0.0,No,office,8,Medium,6
Friday,Clear,311.15,0.0,No,office,8,Medium,6
Thursday,Drizzle,300.39,1.08,No,office,8,High,5
Monday,Haze,287.97,0.0,No,residential,9,Medium,8
Friday,Rain,292.25,2.06,No,station,6,Low,4
Saturday,Clouds,299.02,0.14,No,station,19,Low,19
Wednesday,Clear,311.61,0.0,No,mall,18,Medium,16
Thursday,Clouds,296.96,0.07,No,mall,18,Medium,17
Thursday,Clear,300.28,0.0,No,market,11,Low,11
Monday,Haze,288.18,0.0,No,mall,18,Medium,16
Wednesday,Clouds,300.79,0.18,No,office,8,Medium,6
Tuesday,Clear,295.39,0.0,No,office,10,Medium,8
Sunday,Clear,310.79,0.0,No,mall,21,Medium,19
Sunday,Rain,300.93,1.75,No,office,11,Medium,9
Saturday,Clear,309.48,0.0,No,mall,11,Low,11
Monday,Fog,279.75,0.0,No,station,7,Medium,4
Friday,Rain,299.05,1.58,No,residential,9,Medium,6
Saturday,Clear,301.0,0.0,No,mall,11,Low,11
Thursday,Fog,279.45,0.0,No,office,9,Medium,6
Friday,Rain,298.01,1.23,No,mall,18,Medium,16
Friday,Clouds,294.43,0.03,Yes,office,8,Medium,6
Monday,Rain,285.08,2.11,No,residential,17,Medium,15
Thursday,Clear,298.25,0.0,No,mall,12,Low,12
Sunday,Fog,291.1,0.0,No,market,10,Medium,8
Thursday,Haze,289.93,0.0,No,mall,18,Medium,16
Sunday,Clouds,302.87,0.16,No,office,12,Low,12
Saturday,Drizzle,295.15,1.03,No,office,12,Medium,10
Sunday,Fog,279.47,0.0,Yes,office,12,Low,11
Friday,Rain,296.72,0.89,No,office,9,Medium,6
Wednesday,Clear,311.08,0.0,No,residential,8,Low,8
Friday,Clear,310.59,0.0,No,station,8,Medium,5
Saturday,Clouds,294.11,0.09,No,mall,12,Medium,10
Friday,Rain,288.5,1.25,No,mall,19,Medium,17
Wednesday,Clear,301.1,0.0,No,residential,8,Low,8
Sunday,Rain,287.0,1.39,No,office,10,Medium,8
Tuesday,Fog,281.86,0.0,No,residential,17,Medium,15
Monday,Haze,297.86,0.0,No,office,8,Medium,6
Friday,Haze,286.08,0.0,No,market,18,Medium,16
Monday,Haze,298.0,0.0,No,office,8,Medium,6
Sunday,Clear,304.76,0.0,No,residential,19,Low,19
Tuesday,Fog,281.42,0.0,No,mall,13,Low,12
Tuesday,Clear,312.37,0.0,No,market,19,Medium,17
Thursday,Clouds,302.45,0.08,No,mall,19,Medium,18
Tuesday,Clear,296.44,0.0,No,residential,20,Low,20
Thursday,Clear,301.11,0.0,No,market,19,Medium,17
Sunday,Clear,302.18,0.0,No,office,12,Low,12
Friday,Haze,300.62,0.0,No,market,18,Medium,15
Sunday,Fog,282.87,0.0,No,office,11,Low,9
Sunday,Clouds,299.68,0.13,No,market,10,Low,10
Wednesday,Clear,295.77,0.0,No,market,18,Medium,16
Sunday,Clear,306.84,0.0,No,office,12,Low,12
Thursday,Rain,292.78,0.59,No,office,9,Medium,6
Monday,Haze,287.67,0.0,No,office,9,Medium,7
Saturday,Clear,303.35,0.0,Yes,mall,13,Medium,12
Monday,Clouds,297.16,0.1,No,residential,20,Low,20
Thursday,Clear,305.19,0.0,No,mall,19,Medium,18
Monday,Clouds,290.35,0.16,No,mall,12,Low,12
Friday,Rain,288.87,1.34,No,station,19,High,16
Monday,Rain,293.77,1.45,No,office,9,High,6
Tuesday,Clouds,301.38,0.2,No,residential,17,Low,17
Monday,Clouds,304.58,0.08,No,mall,18,Medium,16
Monday,Fog,284.6,0.0,No,mall,12,Low,11
Tuesday,Fog,288.53,0.0,No,office,9,Medium,6
Wednesday,Clear,295.62,0.0,No,mall,18,Medium,17
Saturday,Rain,295.83,2.18,No,station,18,Medium,16
Tuesday,Haze,298.76,0.0,No,office,9,Medium,7
Thursday,Haze,293.39,0.0,No,mall,19,Medium,17
Saturday,Fog,289.52,0.0,No,market,11,Low,10
Wednesday,Clear,305.78,0.0,No,office,10,Medium,8
Sunday,Clouds,296.18,0.1,No,market,17,Medium,14
Sunday,Fog,289.29,0.0,No,station,19,Medium,17
Tuesday,Clouds,298.48,0.19,No,mall,17,Medium,16
Tuesday,Haze,300.37,0.0,No,market,19,Medium,17
Wednesday,Haze,292.34,0.0,No,residential,17,Medium,16
Wednesday,Clear,307.86,0.0,No,market,18,Medium,15
Thursday,Clouds,304.95,0.16,No,mall,18,Medium,17
Tuesday,Clear,295.32,0.0,No,office,9,Medium,7
Saturday,Clear,310.02,0.0,No,mall,11,Low,11
Monday,Clear,300.83,0.0,No,mall,19,Medium,18
Wednesday,Rain,292.71,1.02,No,mall,11,Medium,9
Friday,Haze,292.81,0.0,No,mall,12,Low,12
Tuesday,Thunderstorm,296.79,1.27,No,market,12,Medium,10
Sunday,Clear,295.41,0.0,No,office,10,Low,10
Friday,Haze,300.88,0.0,No,market,20,Medium,18
Monday,Drizzle,300.04,0.39,No,market,18,Medium,15
Monday,Fog,280.53,0.0,No,station,17,Medium,14
Friday,Clouds,298.75,0.17,No,office,9,Medium,7
Friday,Clouds,306.81,0.09,No,residential,18,Low,18
Friday,Clouds,300.57,0.03,No,office,9,Medium,6
Tuesday,Clouds,290.53,0.19,No,residential,7,Low,6
Sunday,Clouds,304.48,0.12,No,station,7,Low,7
